        0.07450981,  0.        ,  0.        ,  0.        ,  0.        ,
        0.1882353 ,  0.61176473,  0.59215689,  0.47058824,  0.34901962,
        0.3137255 ,  0.40000001,  0.4627451 ,  0.50588238,  0.5411765 ,
        0.53725493,  0.52941179,  0.53333336,  0.5411765 ,  0.52156866,
        0.49019608,  0.47058824,  0.43529412,  0.32156864,  0.29803923,
        0.38431373,  0.55686277,  0.59607846,  0.18431373,  0.        ,
        0.        ,  0.        ,  0.        ,  0.34509805,  0.61960787,
        0.58431375,  0.41960785,  0.34117648,  0.4627451 ,  0.58039218,
        0.60000002,  0.60392159,  0.60000002,  0.61176473,  0.60784316,
        0.61176473,  0.60392159,  0.59607846,  0.60000002,  0.60392159,
        0.58039218,  0.53333336,  0.34117648,  0.32549021,  0.49803922,
        0.58823532,  0.29411766,  0.        ,  0.        ,  0.        ,
        0.        ,  0.4627451 ,  0.6156863 ,  0.56862748,  0.41960785,
        0.33725491,  0.52156866,  0.59607846,  0.6156863 ,  0.6156863 ,
        0.60784316,  0.61176473,  0.61960787,  0.61176473,  0.60392159,
        0.60392159,  0.60784316,  0.60784316,  0.60000002,  0.57254905,
        0.4627451 ,  0.31764707,  0.44705883,  0.57647061,  0.44705883,
        0.        ,  0.        ,  0.        ,  0.        ,  0.6156863 ,
        0.61176473,  0.56470591,  0.40784314,  0.38039216,  0.5411765 ,
        0.60392159,  0.62352943,  0.61176473,  0.6156863 ,  0.6156863 ,
        0.61176473,  0.60784316,  0.61176473,  0.60784316,  0.60392159,
        0.60000002,  0.59607846,  0.58431375,  0.48235294,  0.32941177,
        0.43529412,  0.57647061,  0.5529412 ,  0.        ,  0.        ,
        0.        ,  0.11372549,  0.60784316,  0.60784316,  0.54901963,
        0.38431373,  0.38039216,  0.53333336,  0.60392159,  0.60784316,
        0.60784316,  0.60784316,  0.61176473,  0.61176473,  0.60784316,
        0.61176473,  0.60392159,  0.60000002,  0.59607846,  0.60000002,
        0.58823532,  0.47843137,  0.32941177,  0.43921569,  0.56862748,
        0.59607846,  0.03529412,  0.        ,  0.        ,  0.21960784,
        0.59607846,  0.59215689,  0.54509807,  0.36862746,  0.36078432,
        0.52941179,  0.59607846,  0.60392159,  0.60784316,  0.6156863 ,
        0.61176473,  0.61176473,  0.60784316,  0.60392159,  0.60784316,
        0.60392159,  0.59607846,  0.59607846,  0.58823532,  0.48627451,
        0.32156864,  0.41176471,  0.57254905,  0.60784316,  0.14901961,
        0.        ,  0.        ,  0.33725491,  0.60392159,  0.60392159,
        0.5411765 ,  0.38039216,  0.36078432,  0.53333336,  0.59607846,
        0.60392159,  0.60000002,  0.60000002,  0.60000002,  0.59607846,
        0.60392159,  0.60392159,  0.60000002,  0.60000002,  0.60000002,
        0.59607846,  0.58823532,  0.49803922,  0.30980393,  0.42745098,
        0.56862748,  0.59607846,  0.18431373,  0.        ,  0.        ,
        0.44705883,  0.59607846,  0.60392159,  0.5529412 ,  0.35686275,
        0.35686275,  0.53333336,  0.59215689,  0.60392159,  0.60392159,
        0.61176473,  0.60000002,  0.60392159,  0.60784316,  0.60392159,
        0.60000002,  0.59607846,  0.60000002,  0.60392159,  0.59215689,
        0.50196081,  0.31764707,  0.40784314,  0.56470591,  0.59215689,
        0.10980392,  0.        ,  0.        ,  0.60784316,  0.60784316,
        0.59215689,  0.53725493,  0.37254903,  0.36862746,  0.52549022,
        0.60784316,  0.60392159,  0.60784316,  0.60392159,  0.60784316,
        0.60784316,  0.60000002,  0.60784316,  0.60392159,  0.60392159,
        0.60784316,  0.60000002,  0.59215689,  0.51764709,  0.31764707,
        0.40784314,  0.55686277,  0.59215689,  0.        ,  0.        ,
        0.        ,  0.61176473,  0.60392159,  0.60000002,  0.54901963,
        0.38039216,  0.37254903,  0.53725493,  0.60784316,  0.60784316,
        0.61176473,  0.60784316,  0.61176473,  0.60784316,  0.60000002,
        0.60784316,  0.60392159,  0.60392159,  0.60000002,  0.61176473,
        0.60000002,  0.52549022,  0.34509805,  0.40784314,  0.5529412 ,
        0.48235294,  0.        ,  0.        ,  0.        ,  0.3764706 ,
        0.61176473,  0.59607846,  0.56862748,  0.40784314,  0.36862746,
        0.54509807,  0.60000002,  0.61176473,  0.61960787,  0.61960787,
        0.60392159,  0.60784316,  0.61960787,  0.61176473,  0.6156863 ,
        0.60784316,  0.59607846,  0.60392159,  0.59607846,  0.51372552,
        0.33333334,  0.40784314,  0.56078434,  0.40392157,  0.        ,
        0.        ,  0.        ,  0.14901961,  0.60000002,  0.59607846,
        0.57254905,  0.41568628,  0.38039216,  0.54509807,  0.60392159,
        0.6156863 ,  0.6156863 ,  0.61960787,  0.61176473,  0.60784316,
        0.60784316,  0.60392159,  0.60000002,  0.60392159,  0.60392159,
        0.59607846,  0.59607846,  0.50980395,  0.33333334,  0.40784314,
        0.56078434,  0.3019608 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.50196081,  0.59607846,  0.57254905,  0.43529412,
        0.38431373,  0.51372552,  0.60784316,  0.60784316,  0.61176473,
        0.6156863 ,  0.61960787,  0.6156863 ,  0.6156863 ,  0.61176473,
        0.60784316,  0.60000002,  0.60784316,  0.59215689,  0.58431375,
        0.50980395,  0.34117648,  0.41176471,  0.56470591,  0.1882353 ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.23137255,
        0.59607846,  0.56862748,  0.41960785,  0.35686275,  0.51372552,
        0.60392159,  0.60784316,  0.61176473,  0.60784316,  0.61960787,
        0.6156863 ,  0.61176473,  0.61176473,  0.60784316,  0.60392159,
        0.61176473,  0.60000002,  0.59215689,  0.49803922,  0.31764707,
        0.40784314,  0.56470591,  0.10980392,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.56078434,  0.57254905,
        0.44705883,  0.35294119,  0.49019608,  0.59607846,  0.61176473,
        0.61176473,  0.61176473,  0.61176473,  0.60784316,  0.60784316,
        0.60392159,  0.61176473,  0.60392159,  0.59215689,  0.59215689,
        0.58431375,  0.4627451 ,  0.32156864,  0.43137255,  0.57254905,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.3019608 ,  0.58431375,  0.48235294,  0.32941177,
        0.41568628,  0.56078434,  0.59607846,  0.60784316,  0.61176473,
        0.60392159,  0.60392159,  0.60784316,  0.60000002,  0.59215689,
        0.58823532,  0.59607846,  0.58431375,  0.52549022,  0.38431373,
        0.32156864,  0.47058824,  0.42745098,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.07450981,
        0.60392159,  0.5529412 ,  0.34509805,  0.32941177,  0.36470589,
        0.4509804 ,  0.49019608,  0.50980395,  0.52156866,  0.52549022,
        0.5529412 ,  0.52549022,  0.49803922,  0.48627451,  0.46666667,
        0.42352942,  0.37254903,  0.3137255 ,  0.35294119,  0.52941179,
        0.36470589,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.37254903,  0.58039218,
        0.48627451,  0.34509805,  0.3137255 ,  0.30980393,  0.30980393,
        0.32156864,  0.30588236,  0.30588236,  0.29803923,  0.30980393,
        0.29803923,  0.3019608 ,  0.29411766,  0.29411766,  0.28235295,
        0.30980393,  0.47058824,  0.58039218,  0.3019608 ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.14509805,  0.59607846,  0.58431375,  0.5529412 ,
        0.44705883,  0.39607844,  0.36078432,  0.33725491,  0.3137255 ,
        0.32156864,  0.3019608 ,  0.3019608 ,  0.34117648,  0.33333334,
        0.35294119,  0.38039216,  0.43921569,  0.51372552,  0.56078434,
        0.59215689,  0.14901961,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.25882354,  0.18431373,  0.14509805,  0.14901961,  0.14901961,
        0.12941177,  0.1254902 ,  0.1254902 ,  0.1254902 ,  0.11764706,
        0.1254902 ,  0.1254902 ,  0.1254902 ,  0.13333334,  0.13725491,
        0.14117648,  0.14117648,  0.14509805,  0.22352941,  0.07450981,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,  0.        ], dtype=float32)],
